标题,播放,评论,回馈率（‰）,分词后标题
你是选择5公里还是开盲盒？,2022000.0,2449.0,1.2111770524233432,你 是 选择 5 公里 还是 开盲 盒 ？
王亚平从太空回来后，有哪些“后遗症”？,206000.0,175.0,0.8495145631067961,王 亚平 从 太空 回来 后 ， 有 哪些 “ 后遗症 ” ？
这场演训，拍出了电影大片的质感！,225000.0,847.0,3.764444444444445,这场 演训 ， 拍出 了 电影 大片 的 质感 ！
携手并肩、比翼齐飞！轰-6K机长娶了空军女飞行员,66000.0,90.0,1.3636363636363638,携手并肩 、 比翼齐飞 ！ 轰 - 6K 机长 娶 了 空军 女飞行员
歼-16D：听说有人想对付歼-20？,61000.0,17.0,0.2786885245901639,歼 - 16D ： 听说 有人 想 对付 歼 - 20 ？
东部战区重磅发布：严阵以待 听令而战,182000.0,103.0,0.5659340659340659,东部 战区 重磅 发布 ： 严阵以待   听令 而战
网传“厅长儿子炫富”，这是又一个周劼？警方通报来了 #长春警方通报网民高调炫父,11000.0,63.0,5.727272727272728,网传 “ 厅长 儿子 炫富 ” ， 这 是 又 一个 周劼 ？ 警方 通报 来 了   # 长春 警方 通报 网民 高调 炫父
什么样的实验室要建在地下700米？,1311000.0,3164.0,2.413424866514111,什么样 的 实验室 要建 在 地下 700 米 ？
台海军陆战队真枪被掉包成模型枪，军方吓得赶紧全面清点,48000.0,31.0,0.6458333333333334,台 海军陆战队 真枪 被 掉包 成 模型 枪 ， 军方 吓 得 赶紧 全面 清点
魂归来兮！短短2小时航程他们走了几十年：2分钟回顾志愿军烈士回家路,58000.0,107.0,1.8448275862068964,魂 归来 兮 ！ 短短 2 小时 航程 他们 走 了 几十年 ： 2 分钟 回顾 志愿军 烈士 回家 路
"学生父亲吐槽""家长又有作业了""被老师踢出群聊  教育局：已介入调查",184000.0,92.0,0.5,"学生 父亲 吐槽 "" 家长 又 有 作业 了 "" 被 老师 踢 出 群聊     教育局 ： 已 介入 调查"
李肃：特朗普革命快弄假成真了，关押特朗普美国的火山会真的喷发,55000.0,125.0,2.2727272727272725,李肃 ： 特朗普 革命 快 弄假成真 了 ， 关押 特朗普 美国 的 火山 会 真的 喷发
“管好你自己”，美指控墨西哥“人权和暴力问题”，墨西哥总统：美方必须回应，蓄意破坏“北溪”的指控！,24000.0,18.0,0.75,“ 管好 你 自己 ” ， 美 指控 墨西哥 “ 人权 和 暴力 问题 ” ， 墨西哥 总统 ： 美方 必须 回应 ， 蓄意 破坏 “ 北溪 ” 的 指控 ！
專訪陳貝兒：暑假開拍《無窮》3　路程題材比前兩季「有過之而無不及」,4100.0,9.0,2.1951219512195124,專訪 陳 貝兒 ： 暑假 開拍 《 無窮 》 3 　 路程 題材 比前 兩季 「 有過 之 而 無 不及 」
再见了，乡秀树！杰克奥特曼人间体团时郎去世,844000.0,2467.0,2.9229857819905214,再见 了 ， 乡秀树 ！ 杰克 奥特曼 人间 体团 时郎 去世
中国台湾男孩说唱盼统一，福建舰，福建见！,4548000.0,4681.0,1.0292436235708002,中国台湾 男孩 说唱 盼 统一 ， 福建 舰 ， 福建 见 ！
女子遭前夫报复割喉，伤口长达十多厘米，目前该男子已被拘留,100000.0,153.0,1.5299999999999998,女子 遭 前夫 报复 割喉 ， 伤口 长 达 十多 厘米 ， 目前 该 男子 已 被 拘留
震惊了！他们居然在十万吨级大船上养了它！,172000.0,84.0,0.4883720930232558,震惊 了 ！ 他们 居然 在 十 万吨级 大 船上 养 了 它 ！
科学家怀疑高级文明在背后操控地球：太阳系三处“异常”被发现,10000.0,14.0,1.4,科学家 怀疑 高级 文明 在 背后 操控 地球 ： 太阳系 三处 “ 异常 ” 被 发现
兔狲妈妈被雪豹捕杀 四川野生动物监测员投食喂养小兔狲,84000.0,90.0,1.0714285714285714,兔狲 妈妈 被 雪豹 捕杀   四川 野生动物 监测员 投食 喂养 小兔 狲
81岁奶奶熬夜看霸总小说，写两本字典厚心得，孙女：比我考试认真,41000.0,30.0,0.7317073170731707,81 岁 奶奶 熬夜 看霸 总 小说 ， 写 两本 字典 厚 心得 ， 孙女 ： 比 我 考试 认真
130秒梳理！台北故宫的中华国宝有多珍贵,38000.0,31.0,0.8157894736842105,130 秒 梳理 ！ 台北 故宫 的 中华 国宝 有 多 珍贵
顿涅茨克等四地“入俄公投”结果公布 外交部回应,305000.0,231.0,0.7573770491803278,顿涅茨克 等 四地 “ 入 俄 公投 ” 结果 公布   外交部 回应
大陆暂停进口2066项台湾食品,2018000.0,251.0,0.1243805748265609,大陆 暂停 进口 2066 项 台湾 食品
【卢克文工作室】访谈：时隔多年，做了近视手术的人现在都怎样了？,890000.0,1385.0,1.556179775280899,【 卢克文 工作室 】 访谈 ： 时隔多年 ， 做 了 近视 手术 的 人 现在 都 怎样 了 ？
高燃！轰炸机穿越台湾海峡......200秒回顾解放军环台岛军演全程,42000.0,5.0,0.119047619047619,高燃 ！ 轰炸机 穿越 台湾海峡 ...... 200 秒 回顾 解放军 环 台岛 军演 全程
听哭了！袁隆平生前唯一作词歌曲《种子》MV发布,252000.0,1202.0,4.76984126984127,听 哭 了 ！ 袁隆平 生前 唯一 作词 歌曲 《 种子 》 MV 发布
奥巴马警告民主党：别只盯着特朗普,86000.0,38.0,0.4418604651162791,奥巴马 警告 民主党 ： 别 只 盯 着 特朗普
90岁抗美援朝老兵见到满桌现役装备：我也来试试！,358000.0,310.0,0.8659217877094972,90 岁 抗美援朝 老兵 见到 满桌 现役 装备 ： 我 也 来 试试 ！
国防部回应佩洛西计划访台：中国军队绝不会坐视不管！,538000.0,246.0,0.4572490706319703,国防部 回应 佩洛西 计划 访台 ： 中国 军队 绝不会 坐视不管 ！
2万乌军危急，美不许乌停火，北约2国援乌战机，冲突性质变了,50000.0,65.0,1.3,2 万乌军 危急 ， 美 不许 乌 停火 ， 北约 2 国援 乌 战机 ， 冲突 性质 变 了
【卢克文工作室】中国外贸正在崩盘？（上）：后疫情时代全球需求疲软,1082000.0,2899.0,2.6792975970425137,【 卢克文 工作室 】 中国 外贸 正在 崩盘 ？ （ 上 ） ： 后 疫情 时代 全球 需求 疲软
震中道路损毁！甘孜特警上演“飞夺泸定桥”式救援,32000.0,43.0,1.34375,震中 道路 损毁 ！ 甘孜 特警 上演 “ 飞夺 泸定桥 ” 式 救援
中国导弹“买家秀”！武契奇亲自体验满脸笑容,744000.0,164.0,0.2204301075268817,中国 导弹 “ 买家 秀 ” ！ 武契奇 亲自 体验 满脸 笑容
【飞夺泸定桥般的救援】他们把灾难踩在脚下，把人民扛在肩上！,153000.0,150.0,0.9803921568627452,【 飞夺 泸定桥 般的 救援 】 他们 把 灾难 踩 在 脚下 ， 把 人民 扛 在 肩上 ！
不能轻启战端，没有大国能从战争中获益——俄乌战争的几个教训,54000.0,408.0,7.555555555555556,不能 轻启 战端 ， 没有 大国 能 从 战争 中 获益 — — 俄乌 战争 的 几个 教训
高燃！社交媒体出现瓦格纳集团呼吁美国军人加入视频,534000.0,1128.0,2.112359550561798,高燃 ！ 社交 媒体 出现 瓦格纳 集团 呼吁 美国 军人 加入 视频
初三学生因成绩差开学被劝退 校方：读职高是“双赢”,212000.0,204.0,0.9622641509433962,初三 学生 因 成绩 差 开学 被 劝退   校方 ： 读 职高 是 “ 双赢 ”
男生第一次见女友穿婚纱，歪头皱眉 表情疑惑，网友：他纳闷自己咋被看上的,760000.0,56.0,0.0736842105263157,男生 第一次 见 女友 穿 婚纱 ， 歪头 皱眉   表情 疑惑 ， 网友 ： 他 纳闷 自己 咋 被 看 上 的
当你看完视频，中国又种下超一万棵树,488000.0,2180.0,4.467213114754098,当 你 看 完 视频 ， 中国 又种 下 超一 万棵 树
“铲子哥”走红，军人临危为何如此冷静，全靠军事思维,416000.0,422.0,1.0144230769230769,“ 铲子 哥 ” 走红 ， 军人 临危 为何 如此 冷静 ， 全靠 军事 思维
人均200枚！吃不完的记得做成茶叶蛋哦！,384000.0,1334.0,3.473958333333333,人均 200 枚 ！ 吃不完 的 记得 做成 茶叶蛋 哦 ！
请帮我为烈士寻找家人，谢谢,1891000.0,5858.0,3.0978318350079324,请 帮 我 为 烈士 寻找 家人 ， 谢谢
军营早餐怎么吃，你知道吗？,279000.0,141.0,0.5053763440860215,军营 早餐 怎么 吃 ， 你 知道 吗 ？
中国的努力，被以色列当成了阻力，以色列要逼沙特，做一道单选题,63000.0,140.0,2.2222222222222223,中国 的 努力 ， 被 以色列 当成 了 阻力 ， 以色列 要 逼 沙特 ， 做 一道 单选题
【张扬对话】郑渊洁还藏着400多集舒克贝塔，他什么时候发？,240000.0,950.0,3.9583333333333335,【 张扬 对话 】 郑渊洁 还 藏 着 400 多集 舒克 贝塔 ， 他 什么 时候 发 ？
东北忘关单元门楼道冻成冰溶洞，拍摄者：怕造成危险拍照后清理了,859000.0,279.0,0.3247962747380675,东北 忘关 单元 门楼 道 冻成 冰 溶洞 ， 拍摄者 ： 怕 造成 危险 拍照 后 清理 了
日本主帅森保一：2026以世界第一为目标，要战胜法国和阿根廷,27000.0,23.0,0.8518518518518519,日本 主帅 森保一 ： 2026 以 世界 第一 为 目标 ， 要 战胜 法国 和 阿根廷
吉林高三女生郑春梅失踪超80天，郑父：没有新线索，看到胡鑫宇事情后很担心女儿,1339000.0,1264.0,0.9439880507841674,吉林 高三 女生 郑春梅 失踪 超 80 天 ， 郑父 ： 没有 新 线索 ， 看到 胡鑫宇 事情 后 很 担心 女儿
演员张颂文演讲《扎根》,909000.0,2636.0,2.8998899889989,演员 张颂文 演讲 《 扎根 》
数字化合成营营长：俄乌冲突已经给了我们足够多的启示,133000.0,742.0,5.578947368421052,数字化 合成 营 营长 ： 俄乌 冲突 已经 给 了 我们 足够 多 的 启示
这堆黑黢黢的东西不是木炭，是毒品！,1287000.0,2165.0,1.6822066822066823,这堆 黑黢黢 的 东西 不是 木炭 ， 是 毒品 ！
蔡英文站着汇报 美国政客抖着二郎腿,1461000.0,938.0,0.6420260095824778,蔡 英文 站 着 汇报   美国 政客 抖 着 二郎腿
【卢克文工作室】俄州火车事故解读（上）：美国为何不发展高质量客运铁路？,553000.0,2554.0,4.618444846292947,【 卢克文 工作室 】 俄州 火车 事故 解读 （ 上 ） ： 美国 为何 不 发展 高质量 客运 铁路 ？
法高层接连与王毅见面，取消对华旅客限制，并确定马克龙访华时间,13000.0,4.0,0.3076923076923077,法 高层 接连 与 王毅 见面 ， 取消 对华 旅客 限制 ， 并 确定 马克 龙 访华 时间
投降77周年，日本为什么甘做美国手里的“木偶”？,202000.0,162.0,0.8019801980198019,投降 77 周年 ， 日本 为什么 甘做 美国 手里 的 “ 木偶 ” ？
做到这几点，中国年轻人才有“不卷”的可能【宁南山】,190000.0,329.0,1.731578947368421,做到 这 几点 ， 中国 年轻人 才 有 “ 不卷 ” 的 可能 【 宁 南山 】
俄方不承认战场失利 仅称俄军是主动战略撤退,205000.0,123.0,0.6,俄方 不 承认 战场 失利   仅称 俄军 是 主动 战略 撤退
泪目！百岁老兵病榻上惦念：台湾解放了吗？,701000.0,1682.0,2.399429386590585,泪目 ！ 百岁 老兵 病榻 上 惦念 ： 台湾 解放 了 吗 ？
取得歼-20战斗资质有多难？“王海大队”飞行员揭秘,360000.0,1664.0,4.622222222222222,取得 歼 - 20 战斗 资质 有 多难 ？ “ 王海 大队 ” 飞行员 揭秘
24层楼高，餐厅、剧院、购物区、诊疗室应有尽有！我国首艘国产大型邮轮预计今年底前交付,119000.0,145.0,1.2184873949579833,24 层楼 高 ， 餐厅 、 剧院 、 购物 区 、 诊疗室 应有尽有 ！ 我国 首艘 国产 大型 邮轮 预计 今年底 前 交付
"两侧主轴都坏了! 英国""威尔士亲王""号航母出现低级错误",47000.0,37.0,0.7872340425531915,"两侧 主轴 都 坏 了 !   英国 "" 威尔士 亲王 "" 号 航母 出现 低级 错误"
工信部：拟出台措施 规范APP安装卸载行为,111000.0,309.0,2.783783783783784,工信部 ： 拟 出台 措施   规范 APP 安装 卸载 行为
警惕美军“深度造假”式战争,117000.0,48.0,0.4102564102564102,警惕 美军 “ 深度 造假 ” 式 战争
从歼20到C919！大飞机工业背后有哪些高端制造？,336000.0,1106.0,3.2916666666666665,从 歼 20 到 C919 ！ 大 飞机 工业 背后 有 哪些 高端 制造 ？
《中国礼 中国乐》4：在“成人礼”中体悟责任担当,3036.0,8.0,2.635046113306983,《 中国 礼   中国 乐 》 4 ： 在 “ 成人礼 ” 中 体悟 责任 担当
石家庄一自然保护区频现华北豹：体型健美动作灵敏，被拍到11次,6747.0,3.0,0.444642063139173,石家庄 一 自然保护区 频现 华北 豹 ： 体型 健美 动作 灵敏 ， 被 拍 到 11 次
95后情侣结束8年恋爱长跑领证，男方提分手3年后追回：是彼此初恋,28000.0,3.0,0.1071428571428571,95 后 情侣 结束 8 年 恋爱 长跑 领证 ， 男方 提 分手 3 年 后 追回 ： 是 彼此 初恋
女子全身烧伤达90%，交往1个月的男友不离不弃照顾6年。女子：他每天给我按摩、涂药，从来没说过累，很心疼我。,90000.0,84.0,0.9333333333333332,女子 全身 烧伤 达 90% ， 交往 1 个 月 的 男友 不离 不弃 照顾 6 年 。 女子 ： 他 每天 给 我 按摩 、 涂药 ， 从来 没说 过累 ， 很 心疼 我 。
电影《寻梦环游记》太奶奶原型去世，“死亡不是生命的终点，遗忘才是。”,762000.0,642.0,0.84251968503937,电影 《 寻梦 环 游记 》 太 奶奶 原型 去世 ， “ 死亡 不是 生命 的 终点 ， 遗忘 才 是 。 ”
村民多次拦车讨红包，这是在砸当地旅游的招牌！,1819.0,2.0,1.0995052226498077,村民 多次 拦车 讨 红包 ， 这 是 在 砸 当地 旅游 的 招牌 ！
什么样的结局，才配得上这一路的颠沛流离,758000.0,758.0,1.0,什么样 的 结局 ， 才 配得 上 这 一路 的 颠沛流离
这是一条不能燃的视频,4836000.0,5566.0,1.150951199338296,这是 一条 不能 燃 的 视频
没收到刘鑫约70万元赔偿金！江秋莲：已申请强制执行,149000.0,57.0,0.3825503355704698,没收 到 刘鑫 约 70 万元 赔偿金 ！ 江秋莲 ： 已 申请 强制执行
乌军还有多少恶行？德国记者忍无可忍，亲自为俄军说公道话,212000.0,216.0,1.018867924528302,乌军 还有 多少 恶行 ？ 德国 记者 忍无可忍 ， 亲自 为 俄军 说 公道话
QQ等级全球第一的人找到了，你的账号多少等级？,213000.0,93.0,0.4366197183098591,QQ 等级 全球 第一 的 人 找到 了 ， 你 的 账号 多少 等级 ？
女子房顶种罂粟被查称炒菜用 民警：你别炒菜 这不是芹菜,2550000.0,822.0,0.3223529411764706,女子 房顶 种 罂粟 被 查称 炒菜 用   民警 ： 你别 炒菜   这 不是 芹菜
台军头叫嚣开第一枪后，金门士兵逃往大陆，已接受我海警救助,531000.0,659.0,1.24105461393597,台军头 叫嚣 开 第一枪 后 ， 金门 士兵 逃往 大陆 ， 已 接受 我 海警 救助
西北工业大学遭美国NSA网络攻击,140000.0,143.0,1.0214285714285714,西北工业大学 遭 美国 NSA 网络攻击
【赖岳谦】“台积电”果真要变“美积电”了！民进党就这样帮美国人“掏空”台湾,230000.0,548.0,2.382608695652174,【 赖岳谦 】 “ 台积 电 ” 果真 要变 “ 美积 电 ” 了 ！ 民进党 就 这样 帮 美国 人 “ 掏空 ” 台湾
3·15晚会曝光：揭秘诈骗分子如何通过共享屏幕诈骗,30000.0,22.0,0.7333333333333334,3 · 15 晚会 曝光 ： 揭秘 诈骗 分子 如何 通过 共享 屏幕 诈骗
美国智库：高通胀持续冲击 25%美国成年人吃不饱饭,39000.0,49.0,1.2564102564102564,美国 智库 ： 高 通胀 持续 冲击   25% 美国 成年人 吃不饱 饭
云南人对捡菌子有多执着！班可以不上，但菌子必须要捡,1291000.0,45.0,0.034856700232378,云南 人 对 捡 菌子 有 多 执着 ！ 班 可以 不上 ， 但 菌子 必须 要 捡
"枪杀安倍嫌犯的原型电影""完成版""上映 日本民众开售前雪地排队",821000.0,85.0,0.1035322777101096,"枪杀 安倍 嫌犯 的 原型 电影 "" 完成 版 "" 上映   日本 民众 开售 前 雪地 排队"
小学生课间表演 “变脸” 赢得同学阵阵欢呼,247000.0,53.0,0.2145748987854251,小学生 课间 表演   “ 变脸 ”   赢得 同学 阵阵 欢呼
41万租金的庙会摊位15天回本？！稳赚不赔！,317000.0,916.0,2.8895899053627763,41 万 租金 的 庙会 摊位 15 天回本 ？ ！ 稳赚 不 赔 ！
友情提示：巨物恐惧症勿进！,28000.0,60.0,2.142857142857143,友情 提示 ： 巨物 恐惧症 勿进 ！
夕阳下的“军装秀”，你pick哪一套？,40000.0,13.0,0.325,夕阳 下 的 “ 军装 秀 ” ， 你 pick 哪 一套 ？
马克龙宣布将对中国进行访问,146000.0,314.0,2.150684931506849,马克 龙 宣布 将 对 中国 进行 访问
谭谈就业,915000.0,2011.0,2.197814207650273,谭谈 就业
俄罗斯注定衰弱，却关乎中国战略全局？中国底线必须坚决守住,152000.0,226.0,1.486842105263158,俄罗斯 注定 衰弱 ， 却 关乎 中国 战略 全局 ？ 中国 底线 必须 坚决 守住
乌克兰士兵受伤被战友抛弃，俄军发现后走了两公里，将他抬进医院,380000.0,172.0,0.4526315789473684,乌克兰 士兵 受伤 被 战友 抛弃 ， 俄军 发现 后 走 了 两公里 ， 将 他 抬进 医院
俄罗斯朋友的好意，我们心领了，但是给中国颁发和平奖，西方不配,60000.0,326.0,5.433333333333334,俄罗斯 朋友 的 好意 ， 我们 心领 了 ， 但是 给 中国 颁发 和平奖 ， 西方 不配
“玩火者”佩洛西,1608000.0,4958.0,3.083333333333333,“ 玩火者 ” 佩洛西
到底什么是专家？来听听他们说……,142000.0,245.0,1.7253521126760565,到底 什么 是 专家 ？ 来 听听 他们 说 … …
结局亮了 | 男子记错号码误拨警察电话买毒品......,506000.0,166.0,0.3280632411067193,结局 亮 了   |   男子 记错 号码 误拨 警察 电话 买 毒品 ......
严禁最先进设备出口！荷兰加强向中国供应光刻机的限制,12000.0,9.0,0.75,严禁 最 先进设备 出口 ！ 荷兰 加强 向 中国 供应 光刻机 的 限制
高启强都不敢碰！《狂飙》中的毒奶茶有多毒？,769000.0,319.0,0.4148244473342002,高启 强 都 不敢 碰 ！ 《 狂飙 》 中 的 毒 奶茶 有多毒 ？
外交部组织多国驻华使节代表团访渝 重庆获盛赞“我简直无法形容这里的美”,40000.0,16.0,0.4,外交部 组织 多 国 驻华使节 代表团 访渝   重庆 获 盛赞 “ 我 简直 无法形容 这里 的 美 ”
网络上对于我们当兵的打雪仗是有误解的。,291000.0,138.0,0.4742268041237114,网络 上 对于 我们 当兵 的 打雪仗 是 有 误解 的 。
中央网信办：要着力解决自媒体内容失真问题，堵住骗取网民捐赠的自媒体牟利途径,188000.0,372.0,1.9787234042553192,中央 网信 办 ： 要 着力 解决 自 媒体 内容 失真 问题 ， 堵住 骗取 网民 捐赠 的 自 媒体 牟利 途径
欧洲领导人开始密集访华，俄乌问题上无视中国态度已经不可能,299000.0,877.0,2.9331103678929766,欧洲 领导人 开始 密集 访华 ， 俄乌 问题 上 无视 中国 态度 已经 不 可能
满满的民族自豪感！中国留学生晒俄罗斯护送队 场面壮观,312000.0,61.0,0.1955128205128205,满满的 民族 自豪感 ！ 中国 留学生 晒 俄罗斯 护送队   场面 壮观
当屠夫杀猪的时候，猪却双脚跪下乞求放过。网发：不杀流泪牛不屠跪拜猪！,204000.0,35.0,0.1715686274509804,当 屠夫 杀猪 的 时候 ， 猪 却 双脚 跪下 乞求 放过 。 网发 ： 不杀 流泪 牛不屠 跪拜 猪 ！
这类首饰，不能随便买！涉嫌违法,117000.0,100.0,0.8547008547008547,这 类 首饰 ， 不能 随便 买 ！ 涉嫌 违法
“416女团”一开口国潮氛围感拉满了,234000.0,297.0,1.2692307692307692,“ 416 女团 ” 一 开口 国潮 氛围 感拉满 了
【石原里美得子】石原里美顺利生产当妈 孩子性别生日尚未公开,215000.0,264.0,1.227906976744186,【 石原 里 美得子 】 石原 里 美 顺利 生产 当妈   孩子 性别 生日 尚未 公开
用户要求打真车？翼龙无人机：安排！,496000.0,2158.0,4.350806451612903,用户 要求 打真车 ？ 翼龙 无人机 ： 安排 ！
亚裔认为中国落后，伦敦小伙：听我说，我来告诉你什么是中国！,268000.0,166.0,0.6194029850746268,亚裔 认为 中国 落后 ， 伦敦 小伙 ： 听 我 说 ， 我来 告诉 你 什么 是 中国 ！
【第一视角】人的双手只有这么大，却载满了希望！,44000.0,28.0,0.6363636363636364,【 第一 视角 】 人 的 双手 只有 这么 大 ， 却 载满了 希望 ！
台民众受骗柬埔寨，中国使馆出手，民进党当局叫嚣绝不让人代劳,13000.0,1.0,0.0769230769230769,台 民众 受骗 柬埔寨 ， 中国使馆 出手 ， 民进党 当局 叫嚣 绝不 让 人 代劳
【国家电网】哪种取暖电器最省电？,348000.0,1456.0,4.183908045977011,【 国家电网 】 哪 种 取暖 电器 最省 电 ？
跟警察合影需要注意些什么呢？,408000.0,58.0,0.142156862745098,跟 警察 合影 需要 注意 些 什么 呢 ？
青年理性发声！维护国家主权没有“局外人”,358000.0,460.0,1.2849162011173183,青年 理性 发声 ！ 维护 国家主权 没有 “ 局外人 ”
直击国产新型智能弹药试验现场：火光四射 均质装甲板瞬间被击穿,16000.0,22.0,1.375,直击 国产 新型 智能 弹药 试验 现场 ： 火光 四射   均质 装甲 板 瞬间 被 击穿
“没有美国参与的中东”！美媒：与美国人权灌输不同，中国对话政策很有吸引力,1905.0,1.0,0.5249343832020997,“ 没有 美国 参与 的 中东 ” ！ 美媒 ： 与 美国 人权 灌输 不同 ， 中国 对话 政策 很 有 吸引力
姚洋谈国企“二道贩子”现象，拿下项目不干活，转包给民企，对此，你怎么看？,212000.0,179.0,0.8443396226415095,姚洋谈 国企 “ 二道贩子 ” 现象 ， 拿下 项目 不 干活 ， 转包 给 民企 ， 对此 ， 你 怎么 看 ？
科幻照进现实！《流浪地球2》武器装备全解析,250000.0,1387.0,5.548,科幻 照进 现实 ！ 《 流浪 地球 2 》 武器装备 全 解析
中国仅有5株5000岁古树都在陕西,98000.0,31.0,0.3163265306122449,中国 仅 有 5 株 5000 岁 古树 都 在 陕西
张杰《想见你想见你想见你》：全新演绎击中内心，千万个时间线里都是想见你。#声生不息宝岛季  正在热播中！#声生不息宝岛季开播,19000.0,9.0,0.4736842105263157,张杰 《 想见 你 想见 你 想见 你 》 ： 全新 演绎 击中 内心 ， 千万个 时间 线里 都 是 想见 你 。 # 声生 不息 宝岛 季     正在 热播 中 ！ # 声生 不息 宝岛 季 开播
注意！抑郁症不易察觉的症状,39000.0,37.0,0.9487179487179488,注意 ！ 抑郁症 不易 察觉 的 症状
美国人卖不了的我来卖，美国人凑不齐的装备我来凑，啥？中式合成旅整体首次打包销售,188000.0,597.0,3.175531914893617,美国 人卖 不了 的 我 来 卖 ， 美国 人 凑 不齐 的 装备 我来 凑 ， 啥 ？ 中式 合成 旅 整体 首次 打包 销售
《你好，中国风》,83000.0,71.0,0.8554216867469879,《 你好 ， 中国 风 》
茶叶中藏着怎样的中国智慧？,329000.0,287.0,0.8723404255319149,茶叶 中藏 着 怎样 的 中国 智慧 ？
遍地是红旗！法国近百万民众大罢工,1490000.0,3815.0,2.5604026845637584,遍地 是 红旗 ！ 法国 近 百万 民众 大 罢工
“中国能防得住他国核打击”,1145000.0,2876.0,2.5117903930131007,“ 中国 能防得 住 他国 核打击 ”
乌士兵被俘后略显青涩供述是被抓上战场，吃饭时居然还给分发可乐,1057000.0,682.0,0.6452223273415326,乌 士兵 被俘 后 略显 青涩 供述 是 被 抓 上 战场 ， 吃饭 时 居然 还给 分发 可乐
广西一男子带鼠连过多个障碍，最后精准传“球”给狗子,3951.0,2.0,0.5062009617818274,广西 一 男子 带鼠 连过 多个 障碍 ， 最后 精准 传 “ 球 ” 给 狗子
茅台丁雄军：我们存了几十万吨茅台基酒，价值相当于好多万亿,230000.0,537.0,2.334782608695652,茅台 丁雄军 ： 我们 存 了 几十万吨 茅台 基酒 ， 价值 相当于 好多 万亿
兔狲探会之宪法宣誓篇：经典镜头创作有哪些鲜为人知的故事？,44000.0,11.0,0.25,兔狲 探会 之 宪法 宣誓 篇 ： 经典 镜头 创作 有 哪些 鲜为人知 的 故事 ？
波兰欲出兵打俄，危急时刻普京迎来强援？30万枚炮弹1亿子弹到位,8396.0,16.0,1.905669366364936,波兰 欲 出兵 打 俄 ， 危急 时刻 普京 迎来 强援 ？ 30 万枚 炮弹 1 亿 子弹 到位
洪都拉斯国会副议长：洪都拉斯立场明确 台湾是中国的一部分,3974.0,1.0,0.2516356316054353,洪都拉斯 国会 副议长 ： 洪都拉斯 立场 明确   台湾 是 中国 的 一部分
我国科学家首次发现月球新矿物并命名为“嫦娥石”,1158000.0,1198.0,1.0345423143350605,我国 科学家 首次 发现 月球 新 矿物 并 命名 为 “ 嫦娥 石 ”
港媒高層團｜訪深比亞迪「試車」　讚國產製造力非凡,60000.0,64.0,1.0666666666666669,港媒 高層團 ｜ 訪深 比亞迪 「 試車 」 　 讚 國 產 製 造 力 非凡
中国军队国际形象网宣片《PLA》发布！,1354000.0,379.0,0.2799113737075332,中国 军队 国际形象 网宣片 《 PLA 》 发布 ！
【卢克文工作室】河南人的痛苦，只有河南人自己知道,6163000.0,63000.0,10.222294337173452,【 卢克文 工作室 】 河南人 的 痛苦 ， 只有 河南人 自己 知道
她走了22年，这些小品台词我们还能接得上,634000.0,683.0,1.0772870662460567,她 走 了 22 年 ， 这些 小品 台词 我们 还 能 接得 上
官方也困惑！印度4男子轮奸稀有巨蜥 手机录拍发指行为成为罪证,554000.0,942.0,1.7003610108303249,官方 也 困惑 ！ 印度 4 男子 轮奸 稀有 巨蜥   手机 录 拍发 指 行为 成为 罪证
墨西哥总统：美国人也知道，墨西哥比美国更安全！,18000.0,7.0,0.3888888888888888,墨西哥 总统 ： 美国 人 也 知道 ， 墨西哥 比 美国 更 安全 ！
巴西总统卢拉：必须有人讨论和平，因为美欧不谈和平,76000.0,21.0,0.2763157894736842,巴西 总统 卢拉 ： 必须 有人 讨论 和平 ， 因为 美欧 不谈 和平
网友在进藏火车上看到的一幕：护路员身背重物向列车敬礼。辛苦了！,137000.0,180.0,1.313868613138686,网友 在 进藏 火车 上 看到 的 一幕 ： 护路 员 身背 重物 向 列车 敬礼 。 辛苦 了 ！
难得一见！探秘国产95-1式自动步枪生产线,167000.0,245.0,1.4670658682634732,难得一见 ！ 探秘 国产 95 - 1 式 自动步枪 生产线
美国不习惯听真话，更不愿正视自身的问题,443000.0,57.0,0.128668171557562,美国 不 习惯 听 真话 ， 更不愿 正视 自身 的 问题
冯远征：就任北京人艺院长后，再没接过外面的戏,96000.0,54.0,0.5625,冯远征 ： 就任 北京人艺 院长 后 ， 再 没 接过 外面 的 戏
云南的咖啡不仅可以喝还可以炒菜,19000.0,14.0,0.736842105263158,云南 的 咖啡 不仅 可以 喝 还 可以 炒菜
再次正告！外交部：若佩洛西“访台”，解放军绝不会坐视不管,239000.0,21.0,0.0878661087866108,再次 正告 ！ 外交部 ： 若佩洛西 “ 访台 ” ， 解放军 绝不会 坐视不管
“打卡”重庆光环购物公园，外国总领事们赞叹：现代化！有活力！,5582.0,4.0,0.7165890361877463,“ 打卡 ” 重庆 光环 购物 公园 ， 外国 总领事 们 赞叹 ： 现代化 ！ 有 活力 ！
俄罗斯面面观 | 莫斯科跳蚤市场烟火气满满,3743.0,3.0,0.8014961261020571,俄罗斯 面面观   |   莫斯科 跳蚤市场 烟火 气 满满
营养餐给山区孩子带来了什么？支教老师拍的视频看哭网友,69000.0,115.0,1.6666666666666667,营养餐 给 山区 孩子 带来 了 什么 ？ 支教 老师 拍 的 视频 看 哭 网友
